alcatel,OT-S920,GSM / UMTS,GSM 900 / 1800 / 1900,Class 10,No,"2008, February",Discontinued,105 x 45.5 x 15.5 mm (4.13 x 1.79 x 0.61 in),90 g (3.17 oz),Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm (~23.8% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,"microSD, up to 2 GB (dedicated slot)","1000 entries, Photocall","20 dialed, 20 received, 20 missed calls",Yes,"Vibration; Polyphonic(72), MP3 ringtones",No,No,"1.2, A2DP",No,No,2.0,V1,"SMS, MMS, Email",WAP 2.0/xHTML,,,2,"Yes, MIDP 2.0",MP3/AAC/AAC+ player  Predictive text input  Organizer,"Black soft touch, Black & Blue soft touch",UMTS 2100,"Yes, 384 kbps",,,,,40 MB,1.3 MP,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head) �� ��,,,,,Removable Li-Ion 800 mAh battery,,,,,No,,,,Up to 2 h 30 min,Up to 270 h
alcatel,OT-S320,GSM,GSM 900 / 1800,Class 10,No,2008. Released 2008,Discontinued,90.5 x 44.5 x 18 mm (3.56 x 1.75 x 0.71 in),90 g (3.17 oz),Mini-SIM,"STN, 65K colors","1.8 inches, 10.2 cm (~25.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,No,800 entries,"20 dialed, 20 received, 20 missed calls",Yes,,No,No,"1.2, A2DP",No,"Stereo FM radio, RDS",miniUSB,V1,"SMS, MMS",WAP 2.0/xHTML,,,Yes,"Yes, MIDP 2.0",MP3/AAC+ player  MP4/H.264 player  Organizer  Voice memo  Predictive text input,Black,,,,,,,2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head) �� ��,,,,,Removable Li-Ion 750 mAh battery,,,,,,No,,,Up to 7 h,Up to 400 h
alcatel,OT-S319,GSM,GSM 900 / 1800,Class 10,No,"2008, February. Released 2008, July",Discontinued,90.5 x 44.5 x 18 mm (3.56 x 1.75 x 0.71 in),90 g (3.17 oz),Mini-SIM,"STN, 65K colors","1.8 inches, 10.2 cm (~25.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,No,800 entries,"20 dialed, 20 received, 20 missed calls",Yes,"Vibration; Polyphonic(64), MP3 ringtones",No,No,No,No,No,miniUSB,V1,"SMS, MMS",WAP 2.0/xHTML,,,Yes,"Yes, MIDP 2.0",MP3/AAC+ player  MP4/H.264 player  Organizer  Voice memo  Predictive text input,Black and Silver/Red/Green/Dark Grey,,,,,,,2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head) �� ��,,,,1.07 W/kg (head) �� �� 0.99 W/kg (body) �� ��,Removable Li-Ion 750 mAh battery,,,,,,No,,GSM 850 / 1900 OT-S321A,Up to 7 h,Up to 400 h
alcatel,OT-S218,GSM,GSM 900 / 1800,Class 10,No,"2008, February. Released 2008, July",Discontinued,98 x 43.6 x 13.8 mm (3.86 x 1.72 x 0.54 in),70 g (2.47 oz),Mini-SIM,"STN, 65K colors","1.8 inches, 10.2 cm (~23.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),Embedded images and animations,No,800 entries,"20 dialed, 20 received, 20 missed calls",Yes,"Vibration; Polyphonic(64), MP3 ringtones",No,No,2.0,No,"Stereo FM radio, RDS",Proprietary,V1,"SMS, MMS",WAP 2.0/xHTML,,,2,No,Predictive text input  Organizer,"Silver, Silver/Blue, Silver/Pink",,,,,,,2 MB,,,,,,,,,300 SMS capacity,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head) �� ��,,,,,Removable Li-Ion 670 mAh battery,,,,,,No,,,Up to 7 h,Up to 400 h
alcatel,OT-S215A,GSM,GSM 850 / 1900,Class 10,No,2008. Released 2008,Discontinued,98 x 43.6 x 13.8 mm (3.86 x 1.72 x 0.54 in),70 g (2.47 oz),Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm (~23.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,No,"800 entries, Photocall","20 dialed, 20 received, 20 missed calls",Yes,,No,No,No,No,Stereo FM radio,No,V1,"SMS, MMS, Email",WAP 2.0 / xHTML,,,1,No,MP3/MP4 player  Organizer  Voice memo  Predictive text input,Black,,,,,,,2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10 W/kg (head) �� ��,,,,,Removable Li-Ion 670 mAh battery,,,,,,No,,,Up to 7 h,Up to 400 h
alcatel,OT-S211,GSM,GSM 900 / 1800,No,No,2008. Released 2008,Discontinued,98 x 44 x 12.5 mm (3.86 x 1.73 x 0.49 in),60 g (2.12 oz),Mini-SIM,"CSTN, 65K colors","1.5 inches, 7.3 cm (~16.8% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,No,255 entries,"20 dialed, 20 received, 20 missed calls",Yes,,No,No,No,No,Stereo FM radio,miniUSB,V1,SMS,No,,,1,No,Organizer  Predictive text input,"Black, White, White & Green and White & Fuchsia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10 W/kg (head) �� ��,,,,1.27 W/kg (head) �� �� 0.97 W/kg (body) �� ��,Removable Li-Ion 670 mAh battery,,,,,,No,,GSM 850 / 1900 OT-S211A,Up to 6 h,Up to 290 h
alcatel,OT-S210,GSM,GSM 900 / 1800,No,No,"2008, February. Released 2008, April",Discontinued,98 x 44 x 12.3 mm (3.86 x 1.73 x 0.48 in),70 g (2.47 oz),Mini-SIM,"STN, 65K colors","1.5 inches, 7.3 cm (~16.8% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",Embedded images and animations,No,255 entries,"20 dialed, 20 received, 20 missed calls",Yes,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,Proprietary,V1,SMS,No,,,1,No,Predictive text input  Organizer,"Black, Black&Purple, Black&Green",,,,,,,,,,,,,,,,250 SMS capacity,,,,,,,,,,,,,,,,,,,,1.10 W/kg (head) �� ��,,,,1.27 W/kg (head) �� �� 0.97 W/kg (body) �� ��,Removable Li-Ion 670 mAh battery,,,,,,No,,,Up to 5 h,Up to 250 h
alcatel,OT-S120,GSM,GSM 900 / 1800,No,No,"2008, February. Released 2008, April",Discontinued,98 x 44 x 12.3 mm (3.86 x 1.73 x 0.48 in),,Mini-SIM,"STN, monochrome graphics","1.3 inches, 5.0 cm (~11.7% screen-to-body ratio)","96 x 64 pixels, 3:2 ratio (~89 ppi density)",,No,255 entries,"20 dialed, 20 received, 20 missed calls",Yes,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,Proprietary,V1,SMS,No,,,1,No,Predictive text input  Organizer,"Black, Black&White",,,,,,,,,,,,,,,,250 SMS capacity,,,,,,,,,,,,,,,,,,,,1.10 W/kg (head) �� ��,,,,1.26 W/kg (head) �� �� 0.74 W/kg (body) �� ��,Removable Li-Ion 670 mAh battery,,,,,,No,,,Up to 5 h,Up to 250 h
alcatel,OT-S107,GSM,GSM 900 / 1800,No,No,"2008, February",Discontinued,98 x 42.5 x 18.5 mm (3.86 x 1.67 x 0.73 in),69 g (2.43 oz),Mini-SIM,"STN, monochrome graphics","1.3 inches, 5.0 cm (~12.1% screen-to-body ratio)","96 x 64 pixels, 3:2 ratio (~89 ppi density)",,No,255 entries,"20 dialed, 20 received, 20 missed calls",Yes,Vibration; Polyphonic(8) ringtones,No,No,No,No,No,No,V1,SMS,No,,,2,No,Predictive text input  Organizer,"Black, Red",,,,,,,,,,,,,,,,250 SMS capacity,,,,,,,,,,,,,,,,,,,,1.06 W/kg (head) �� ��,,,,,Removable Li-Ion 720 mAh battery,,,,,,No,,,Up to 5 h,Up to 250 h
alcatel,ELLE No 3,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2007, February",Discontinued,95 x 50 x 16.7 mm (3.74 x 1.97 x 0.66 in),99 g (3.49 oz),Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm (~23.9% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,"microSD, up to 1 GB (dedicated slot)",800 entries,"10 dialed, 10 received, 10 missed calls",Yes,"Vibration; Polyphonic(64), MP3, AAC ringtones",No,No,"2.0, A2DP",No,No,2.0,V1,"SMS, MMS",WAP 2.0/xHTML,,,2,"Yes, MIDP 2.0",MP3/AAC player  Predictive text input  Organizer  Voice memo,"White, Pink, Yellow-green",,,,,,,12 MB,1.3 MP,Yes,About 120 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,0.44 W/kg (head) �� ��,,,,,Removable Li-Ion 700 mAh battery,,Up to 20 h,,,No,,,GSM 850 / 1900 - US version,Up to 6 h,Up to 300 h
alcatel,OT-C825,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2007, February",Discontinued,96 x 50 x 18 mm (3.78 x 1.97 x 0.71 in),99g (3.49 oz),Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,Embedded images and animations,microSD (dedicated slot),800 entries,"20 dialed, 20 received, 20 missed calls",No,"Vibration; Polyphonic(64), MP3, MPEG4, AAC ringtones",No,No,"2.0, A2DP",No,No,2.0,V1,"SMS, MMS",WAP 2.0,,,2,Yes,MP3/M4a/AAC/AAC+ player(optional)  3GP/MP4 player  Conference call up to 5 persons  ID3 Tag Support  Flight Mode  Karaoke  PC Software Suite  Organizer  Voice memo,Brown,,,,,,,10 MB,1.3 MP,QCIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 700 mAh battery,,,,,No,,,GSM 850 / 1800 / 1900 - US version,Up to 6 h,Up to 300 h
alcatel,OT-C717,GSM,GSM 900 / 1800,Class 10,No,"2007, February",Discontinued,91.7 x 45 x 20.8 mm (3.61 x 1.77 x 0.82 in),85 g (3.00 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm (~24.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),Embedded images and animations,microSD (dedicated slot),800 entries,"20 dialed, 20 received, 20 missed calls",Yes,"Vibration; Polyphonic(64), MP3, M4a, AAC, AAC + (Optional) ringtones",No,No,"2.0, A2DP",No,No,2.0,V1,"SMS, MMS, Instant Messaging",WAP 2.0,,,2,"Yes, MIDP 2.0",MP3/M4a/AAC/AAC+ player(optional)  3GP/MP4 Video Recorder (Unlimited) & Player  H263/MP4 Codec Supported  Conference call up to 5 persons  ID3 Tag Support  Flight Mode  Karaoke  Voice memo  Predictive text input  Organizer,Silver,,,,,,,10 MB,1.3 MP,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head) �� ��,,,,1.60 W/kg (head) �� �� 1.05 W/kg (body) �� ��,Removable Li-Ion 720 mAh battery,,Up to 10 h,,,No,,,,Up to 7 h,Up to 350 h
alcatel,OT-C707,GSM,GSM 900 / 1800,Class 10,No,"2007, February",Discontinued,89 x 45.7 x 22.5 mm (3.50 x 1.80 x 0.89 in),83g (2.93 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm (~25.1% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),Embedded images and animations,microSD (dedicated slot),"800 entries, Photo call","20 dialed, 20 received, 20 missed calls",Yes,"Vibration; Polyphonic(64), MP3, M4a, AAC, AAC + (Optional) ringtones",No,No,,No,No,2.0,V1,"SMS, MMS, Instant Messaging",WAP 2.0,,,2,"Yes, MIDP 2.0","Conference call up to 5 persons  Powerful Music Player: MP3, M4a, AAC, AAC+ (Optional)  Synthesized Audio : MIDI, SP-MIDI, AMR  3GP/MP4 Video Recorder (Unlimited) & Player  H263/MP4 Codec Supported  ID3 Tag Support  Flight Mode  Karaoke  PC Software Suite  Voice memo  Predictive text input  Organizer",V1,,,,,,,10 MB,VGA,QCIF,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head) �� ��,,,,,Removable Li-Ion 750 mAh battery,,Up to 10 h,,,No,,,,Up to 7 h,Up to 300 h
alcatel,OT-C701,GSM,GSM 900 / 1800,Class 10,No,"2007, February",Discontinued,89 x 45.7 x 22 mm (3.50 x 1.80 x 0.87 in),83g (2.93 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm (~25.1% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),Embedded images and animations,microSD (dedicated slot),"800 entries, Photo call","20 dialed, 20 received, 20 missed calls",Yes,"Vibration; Polyphonic(64), MP3, M4a, AAC, AAC + (Optional) ringtones",No,No,"2.0, A2DP",No,No,2.0,V1,"SMS, MMS, Instant Messaging",WAP 2.0,,,2,"Yes, MIDP 2.0","Conference call up to 5 persons  Powerful Music Player: MP3, M4a, AAC, AAC+ (Optional)  Synthesized Audio : MIDI, SP-MIDI, AMR  3GP/MP4 Video Recorder (Unlimited) & Player  H263/MP4 Codec Supported  ID3 Tag Support  Flight Mode  Karaoke  PC Software Suite  Voice memo  Predictive text input  Organizer","Soft Touch Black, Soft Touch Blue, Soft Touch Orange",,,,,,,10 MB,VGA,QCIF,About 60 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head) �� ��,,,,0.83 W/kg (head) �� �� 1.07 W/kg (body) �� ��,Removable Li-Ion 750 mAh battery,,Up to 10 h,,,No,,,,Up to 7 h,Up to 300 h
alcatel,OT-C700A,GSM,GSM 850 / 1900,Class 10,No,2007. Released 2007,Discontinued,89 x 45.7 x 22 mm (3.50 x 1.80 x 0.87 in),83 g (2.93 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm (~25.1% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,"microSD, up to 2 GB (dedicated slot)","800 entries, Photo call","20 dialed, 20 received, 20 missed calls",Yes,,No,No,No,No,No,2.0,V1,"SMS, MMS",WAP 2.0 / xHTML,,,2,"Yes, MIDP 2.0",MP3/AAC+ player  MP4/H.264 player  Organizer  Voice memo  Predictive text input,"Flash Red, Night Black",,,,,,,2 MB,VGA,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75 W/kg (head) �� �� 1.21 W/kg (body) �� ��,Removable Li-Ion 750 mAh battery,,Up to 10 h,,,No,,,,Up to 7 h,Up to 300 h
alcatel,OT-C507,GSM,GSM 900 / 1800,Class 10,No,"2007, February",Cancelled,100 x 45 x 14.5 mm (3.94 x 1.77 x 0.57 in),75g (2.65 oz),Mini-SIM,"TFT, 65K colors","1.5 inches, 7.3 cm (~16.1% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",Embedded images and animations,microSD (dedicated slot),800 entries,"20 dialed, 20 received, 20 missed calls",Yes,"Vibration; Polyphonic(64), MP3, M4a, AAC, AAC + (Optional) ringtones",No,No,"2.0, A2DP",No,No,1.1,V1,"SMS, MMS, Instant Messaging",WAP 2.0,,,2,"Yes, MIDP 2.0","Conference call up to 5 persons  Synthesized Audio : MIDI, SP-MIDI, AMR  ID3 Tag Support  Flight Mode  Karaoke  PC Software Suite  Voice memo  Predictive text input  Organizer",Black & Silver with Customizable Keypad,,,,,,,1 MB,VGA,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 750 mAh battery,,,,,No,,,,Up to 5 h,Up to 300 h
alcatel,OT-E227,GSM,GSM 900 / 1800,No,No,"2007, February",Discontinued,87 x 45 x 21 mm (3.43 x 1.77 x 0.83 in),70 g (2.47 oz),Mini-SIM,"TFT, 65K colors","1.5 inches, 7.3 cm (~18.5% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",Embedded images and animations,No,250 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,Proprietary,V1,SMS,No,,,2,No,Conference call up to 5 persons  Predictive text input  Calculator  Date & Clock,Light brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 750 mAh battery,,,,,,No,,,Up to 10 h,Up to 325 h
alcatel,OT-E225,GSM,GSM 900 / 1800,No,No,"2007, February",Discontinued,86 x 44.5 x 22.5 mm (3.39 x 1.75 x 0.89 in),81 g (2.86 oz),Mini-SIM,Monochrome graphic,,102 x 80 pixels,Embedded images and animations,No,250 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,Proprietary,V1,SMS,No,,,2,No,Conference call up to 5 persons  Predictive text input  Calculator  Date & Clock,"Night Black, Smart Blue, Iron White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 650 mAh battery,,,,,,No,,,Up to 5 h,Up to 250 h
alcatel,OT-E221,GSM,GSM 900 / 1800,No,No,"2007, February",Discontinued,87.5 x 44 x 21 mm (3.44 x 1.73 x 0.83 in),70 g (2.47 oz),Mini-SIM,"TFT, 65K colors","1.5 inches, 7.3 cm (~18.9% screen-to-body ratio)","128 x 128pixels, 1:1 ratio (~121 ppi density)",Embedded images and animations,No,250 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,Proprietary,V1,SMS,No,,,2,No,Conference call up to 5 persons  Predictive text input  Calculator  Date & Clock,"Red Glossy, White, Dark Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40 W/kg (head) �� ��,,,,0.97 W/kg (head) �� �� 0.38 W/kg (body) �� ��,Removable Li-Ion 750 mAh battery,,,,,,No,,,Up to 10 h,Up to 325 h
alcatel,OT-E207,GSM,GSM 900 / 1800,No,No,2007. Released 2007,Discontinued,98 x 42.5 x 18.5 mm (3.86 x 1.67 x 0.73 in),69 g (2.43 oz),Mini-SIM,"CSTN, 65K colors",,96 x 76 pixels,,No,250 entries,"10 dialed, 10 received, 10 missed calls",Yes,Vibration; Polyphonic(8) ringtones,No,No,No,No,No,No,V1,SMS,No,,,2,No,Organizer  Predictive text input,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10 W/kg (head) �� ��,,,,1.10 W/kg (head) �� �� 0.57 W/kg (body) �� ��,Removable Li-Ion 720 mAh battery,,,,,,No,,GSM 850 / 1900 OT-E206A,Up to 5 h,Up to 250 h
alcatel,OT-E205,GSM,GSM 900 / 1800,No,No,"2006, October",Discontinued,96 x 42.5 x 19 mm (3.78 x 1.67 x 0.75 in),80 g (2.82 oz),Mini-SIM,4K colors,,102 x 80 pixels,,No,Yes,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,No,V1,SMS,No,,,2,No,Predictive text input  Calculator  Date & Clock  Auto power on/off,Black/Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 650 mAh battery,,,,,,No,,,Up to 5 h,Up to 250 h
alcatel,OT-E201,GSM,GSM 900 / 1800,No,No,"2007, February",Discontinued,98 x 42.5 x 18.5 mm (3.86 x 1.67 x 0.73 in),69 g (2.43 oz),Mini-SIM,"CSTN, 65K colors",,96 x 76 pixels,,No,250 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(8) ringtones,No,No,No,No,No,No,V1,SMS,No,,,2,No,Predictive text input  Calculator  Date & Clock,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10 W/kg (head) �� ��,,,,1.49 W/kg (head) �� �� 0.61 W/kg (body) �� ��,Removable Li-Ion 720 mAh battery,,,,,,No,,,Up to 5 h,Up to 250 h
alcatel,OT-E101,GSM,GSM 900 / 1800,No,No,"2007, February",Discontinued,98 x 42.5 x 18.5 mm (3.86 x 1.67 x 0.73 in),69 g (2.43 oz),Mini-SIM,Monochrome graphic,"1.3 inches, 5.0 cm (~12.1% screen-to-body ratio)","96 x 64 pixels, 3:2 ratio (~89 ppi density)",,No,250 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(8) ringtones,No,No,No,No,No,No,V1,SMS,No,,,2,No,Predictive text input  Calculator  Date & Clock,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96 W/kg (head) �� ��,,,,1.24 W/kg (head) �� �� 0.62 W/kg (body) �� ��,Removable Li-Ion 720 mAh battery,,,,,,No,,,Up to 5 h,Up to 250 h
alcatel,Lollipops,GSM,GSM 900 / 1800,Class 10,No,"2007, February",Cancelled,88 x 45.5 x 21 mm (3.46 x 1.79 x 0.83 in),84 g (2.96 oz),Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm (~25.5% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,No,500 entries,"20 dialed, 20 received, 20 missed calls",No,Vibration; Polyphonic(16),No,No,No,No,No,No,V1,SMS,WAP 2.0,,,2,"Yes, MIDP 2.0",Organizer  Voice memo  Predictive text input,Glossy White with pink logos,,,,,,,4 MB,VGA,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 650 mAh battery,,,,,No,,,,Up to 6 h 45 min,Up to 320 h
alcatel,OT-E220,GSM,GSM 900 / 1800,No,No,"2007, February",Discontinued,86 x 44.3 x 22.5 mm (3.39 x 1.74 x 0.89 in),81 g (2.86 oz),Mini-SIM,4K colors,,"120 x 80 pixels, 3:2 ratio",Embedded images and animations,No,250 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,No,V1,SMS,No,,,2,No,Predictive text input  Calculator  Date & Clock,"Dark Blue, Light Purple, Glossy White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 650 mAh battery,,,,,,No,,,Up to 5 h,Up to 250 h
alcatel,OT-E805,GSM,GSM 900 / 1800,No,No,"2007, February",Cancelled,97 x 45 x 17.3 mm (3.82 x 1.77 x 0.68 in),80 g (2.82 oz),Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",Embedded images and animations,microSD (dedicated slot),250 entries,"20 dialed, 20 received, 20 missed calls",No,"Vibration; Polyphonic(64), MP3 ringtones",No,No,No,No,No,Proprietary,V1,SMS,No,,,2 embedded,No,MP3 player  Predictive text input  Calculator,"Pink, Light Blue, Dark Chrome",,,,,,,,,,,,,,,,250 SMS messages,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 650 mAh battery,,,,,,No,,GSM 850 / 1900 - US version,Up to 7 h,Up to 250 h
alcatel,OT-E230,GSM,GSM 900 / 1800,No,No,"2007, February",Cancelled,84.6 x 45 x 23.4 mm (3.33 x 1.77 x 0.92 in),83 g (2.93 oz),Mini-SIM,"CSTN, 4096 colors","1.3 inches, 5.3 cm (~13.9% screen-to-body ratio)",102 x 80 pixels (~100 ppi density),Embedded images and animations,No,250 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,No,V1,SMS,No,,,Embedded,No,Predictive text input  Organizer,"White, Brown, Fuchsia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head) �� ��,,,,,Removable Li-Ion 650 mAh battery,,,,,,No,,GSM 850 / 1900 - US version,Up to 10 h,Up to 250 h
alcatel,OT-C635,GSM,GSM 900 / 1800,Class 10,No,2006,Discontinued,88 x 45 x 21 mm (3.46 x 1.77 x 0.83 in),85 g (3.00 oz),Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm (~25.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),Embedded images and animations,No,500 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,No,V1,"SMS, MMS",WAP 2.0/xHTML,,,3 embedded,"Yes, MIDP 2.0",Predictive text input  Organizer,"Circles Purple, Flowers White, Surf Blue",,,,,,,4 MB,VGA,No,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head) �� ��,,,,1.34 W/kg (head) �� �� 0.60 W/kg (body) �� ��,Removable Li-Ion 650 mAh battery,,,,,No,,,GSM 850 / 1900 - US version,Up to 6 h 30 min,Up to 320 h
alcatel,OT-C630,GSM,GSM 900 / 1800,Class 10,No,"2006, February",Discontinued,88 x 45 x 21 mm (3.46 x 1.77 x 0.83 in),85 g (3.00 oz),Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm (~25.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),Embedded images and animations,No,500 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,No,V1,"SMS, MMS",WAP 2.0/xHTML,,,3 embedded,"Yes, MIDP 2.0",Predictive text input  Organizer,"Soft Touch Black, Glossy Red",,,,,,,4 MB,VGA,No,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head) �� ��,,,,1.00 W/kg (head) �� �� 1.30 W/kg (body) �� ��,Removable Li-Ion 650 mAh battery,,,,,No,,,GSM 850 / 1900 - US version,Up to 6 h 30 min,Up to 320 h
alcatel,OT-E801,GSM,GSM 900 / 1800,No,No,"2006, February",Discontinued,96.5 x 45 x 17.5 mm (3.80 x 1.77 x 0.69 in),76 g (2.68 oz),Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",Embedded images and animations,microSD (dedicated slot),250 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(64) ringtones,No,No,No,No,No,Proprietary,V1,SMS,No,,,2 embedded,No,MP3 player  Predictive text input  Calculator,"Soft Touch Black, Soft Touch Orange, Glossy White",,,,,,,,,,,,,,,,250 SMS messages,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion battery,,,,,,No,,GSM 850 / 1900 - US version,Up to 10 h,Up to 250 h
alcatel,OT-E100,GSM,GSM 900 / 1800,No,No,"2006, February",Discontinued,96 x 42.5 x 19 mm (3.78 x 1.67 x 0.75 in),76 g (2.68 oz),Mini-SIM,Color graphic,,102 x 80 pixels,Embedded images and animations,No,100 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,No,V1,SMS,No,,,2 embedded,No,Predictive text input  Calculator,Black,,,,,,,,,,,,,,,,250 SMS messages,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 650 mAh battery,,,,,,No,,GSM 850 / 1900 - US version,Up to 10 h,Up to 250 h
alcatel,OT-C550,GSM,GSM 900 / 1800,Class 10,No,"2006, February",Discontinued,102.5 x 44 x 15.5 mm (4.04 x 1.73 x 0.61 in),85 g (3.00 oz),Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm (~22.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),Embedded images and animations,No,500 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,No,V1,"SMS, MMS",WAP 2.0/xHTML,,,3 embedded,"Yes, MIDP 2.0",Predictive text input  Organizer,Black,,,,,,,4 MB,VGA,No,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 W/kg (head) �� ��,,,,1.09 W/kg (head) �� �� 0.96 W/kg (body) �� ��,Removable Li-Ion 650 mAh battery,,,,,No,,,GSM 850 / 1900 - US version,Up to 6 h 30 min,Up to 320 h
alcatel,OT-E265,GSM,GSM 900 / 1800,No,No,"2006, February",Discontinued,87 x 46 x 23.6 mm (3.43 x 1.81 x 0.93 in),90 g (3.17 oz),Mini-SIM,"CSTN, 4096 colors",,102 x 80 pixels,Embedded images and animations,No,250 entries,"10 dialed, 10 received, 10 missed calls",No,Vibration; Polyphonic(16) ringtones,No,No,No,No,No,No,V1,SMS,No,,,2 embedded,No,Predictive text input  Organizer,Black,,,,,,,,,,,,,,,,250 SMS messages,,,,,,,,,,,,,,,,,,,,,,,,,Removable Li-Ion 650 mAh battery,,,,,,No,,GSM 850 / 1900 - US version,Up to 10 h,Up to 275 h
