alcatel,1v (2019),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2019, September","Available. Released 2019, Q4",149.1 x 72.2 x 8.9 mm (5.87 x 2.84 x 0.35 in),153.2 g (5.40 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm (~72.5% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~195 ppi density)",,microSDXC,,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (under display, optical) - market dependant, accelerometer, proximity",,,,,,,,"Anthracite Black, Metallic Blue, Metallic Gold, Metallic Rose",HSDPA 800 / 850 / 900 / 1900 / 2100 - 5001D/5001U/5001T,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 9.0 Pie (Go edition),Unisoc SC9863A (28nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,"16GB 1GB RAM, 16GB 2GB RAM, 16GB 3GB RAM","5 MP, f/2.2, 28mm (wide), 1/5.0"", 1.12��m  or  8 MP, f/2.2, 28mm (wide), 1/4.0"", 1.12��m",1080p@30fps,About 80 EUR,"LED flash, HDR, panorama",,"1, 3, 7, 8, 20, 28 - 5001D",,,,,,LED flash,1080p@30fps,,,"5001D, 5001A, 5001U, 5001T, 5001J",,,,,,,"5 MP, f/2.2, 28mm (wide), 1/5"", 1.12��m",,,,,,,,,,,Removable Li-Ion 2460 mAh battery,,,,,,,,"1, 3, 5, 7, 8, 20, 28, 38, 40 - 5001T",,
alcatel,3T 8,LTE,N/A,No,No,"2018, October 08","Available. Released 2018, October 08",209.5 x 125 x 8.3 mm (8.25 x 4.92 x 0.33 in),279 g (9.84 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm (~70.9% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,microSDXC (dedicated slot),,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE",No,FM radio,microUSB 2.0,Accelerometer,,,,,,,,"Black, Blue",N/A,LTE,Android 8.1 (Oreo),Mediatek MT8765,Quad-core 1.28 GHz,,"16GB 1GB RAM, 32GB 2GB RAM, 32GB 3GB RAM","5 MP, f/2.4, (wide), 1/5.0"", 1.12��m",1080p@30fps,About 140 EUR,,,"2, 4, 5, 12, 66, 71","Glass front, plastic back, plastic frame",,,,,,720p@30fps,,,,,,,,,,"2 MP, f/2.8, (wide), 1/5.0"", 1.65��m",,,,,,,,,,,Non-removable Li-Po 4080 mAh battery,,,,,,,,,,
alcatel,3x,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM),,,"2018, February","Available. Released 2018, May",153.5 x 71.6 x 8.5 mm (6.04 x 2.82 x 0.33 in),144 g (5.08 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm (~76.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",,microSDXC (dedicated slot),,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Metallic Black, Metallic Blue, Metallic Gold - EU/MEASpectrum Black, Spectrum Blue, Spectrum Gold - LATAM",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5058A/J,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Android 7.1 (Nougat),Mediatek MT6739 (28 nm),Quad-core 1.3 GHz Cortex-A53,PowerVR GE8100,"16GB 2GB RAM, 32GB 3GB RAM",,1080p@30fps,About 130 EUR,"Dual-LED dual-tone flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5058A/J",,,eMMC 5.1,V1,,LED flash,,Yes (5058Y only),,"5058, 5058I, 5058T, 5058Y, 5058A, 5058J",,,,,,,V1,,,,,,,,,,,Non-removable Li-Ion 3000 mAh battery,,,,,,,,"1, 3, 7, 8, 20, 28 - 5058Y",,
alcatel,3088,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,2019,Available. Released 2019,125.2 x 50.5 x 12.8 mm (4.93 x 1.99 x 0.50 in),90 g (3.17 oz),Nano-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm (~28.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,No,,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP",Yes,FM radio,microUSB 2.0,V1,,,,,,,"MP3/MP4/H.263 player  Photo viewer  Organizer  Facebook, Whatsapp, YouTube, Google Maps","Black, Gray, Blue",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",KaiOS,Spreadtrum SC9820E,Dual-core (2x1.3 GHz Cortex-A7),,4GB 512MB,2 MP,480p,About 50 EUR,LED flash,,"1, 3, 7, 8, 20, 28",,,,,,,,,,"3088X, 3088T",,,,,,,,,,,,,,,,,,Li-Ion 1530 mAh battery,,,,,V1,,,"1, 3, 5, 7, 8, 28, 38, 40",Up to 15 h (2G) / Up to 9 h (3G),Up to 300 h (2G) / Up to 300 h (3G)
alcatel,Pop 7 LTE,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2016, April","Available. Released 2016, April",192 x 110 x 9.4 mm (7.56 x 4.33 x 0.37 in),295.1 g (10.41 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm (~65.3% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,microSDHC (dedicated slot),,,"Yes, with stereo speakers (4 speakers)",,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.1, A2DP, LE",Yes,No,microUSB 2.0,V1,,,,,,,,White,HSDPA 850 / 1700(AWS) / 1900,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 6.0.1 (Marshmallow),,Quad-core 1.1 GHz,,8GB 1GB RAM,5 MP,Yes,About 130 EUR,,,"2, 4, 12",,,,,,,,,,,,,,,,,2 MP,,,,,,,,,,,Non-removable Li-Ion 3240 mAh battery,,,,,,,,,,
alcatel,Pixi 8,No cellular connectivity,N/A,No,No,"2014, June. Released 2014, July",Discontinued,209 x 124.5 x 9 mm (8.23 x 4.90 x 0.35 in),325 g (11.46 oz),No,TFT capacitive touchscreen,"8.0 inches, 185.6 cm (~71.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,microSDHC (dedicated slot),,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot",No,Yes,No,microUSB 2.0,V1,,,,,,,,"Bluish Black, Chocolate, Aubergine",,,Android 4.4.2 (KitKat),,,,"4GB 512MB RAM (EMEA), 8GB 1GB RAM (LATAM)",VGA,Yes,About 100 EUR,,,,,,,,,,,,,,,,,,,,VGA,Yes,,,,,,,,,,Non-removable Li-Ion 3240 mAh battery,,,,,,,,,,
alcatel,Pop 7S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2014, January. Released 2014, Q2",Discontinued,192 x 113 x 9 mm (7.56 x 4.45 x 0.35 in),279 g (9.84 oz),Micro-SIM,IPS LCD capacitive touchscreen,"7.0 inches, 137.9 cm (~63.6% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,microSDHC (dedicated slot),,,Yes,,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,No,microUSB 2.0,V1,,,,,,,,"White, Black/ color back panels",HSDPA 900 / 2100,"HSPA 21.1/5.76 Mbps, LTE",Android 4.4.2 (KitKat),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,4GB 1GB RAM,3 MP,Yes,About 190 EUR,,,"1, 3, 7, 8, 20 - P330X",,,eMMC 4.5,,,,,,,,,,,,,,VGA,,,,,,,,,,,Non-removable Li-Ion 3240 mAh battery,,,,,,,,"1, 3, 5, 7, 8, 20 - P330A",,
alcatel,Pixi 7,No cellular connectivity,N/A,No,No,"2014, February. Released 2014, July",Discontinued,9.9 mm thickness,285 g (10.05 oz),No,TFT capacitive touchscreen,"7.0 inches, 135.1 cm","540 x 960 pixels, 16:9 ratio (~157 ppi density)",,microSDHC (dedicated slot),,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,No,No,microUSB 2.0,V1,,,,,,,,"Bluish Black, Gun Gray/ Color Skins",,,Android 4.4.2 (KitKat),Mediatek MT8117,Dual-core 1.2 GHz Cortex-A7,PowerVR SGX544,"4GB 512MB RAM (EMEA), 4GB 1GB RAM (LATAM)",VGA,Yes,About 80 EUR,,,,,,,,,,,,,I216X,,,,,,,VGA,,,,,,,,,,,Non-removable Li-Ion 2840 mAh battery,,,,,,,,,Up to 4 h (multimedia),
alcatel,Pop 8,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2014, January. Released 2014, Q2",Discontinued,209 x 123 x 7.9 mm (8.23 x 4.84 x 0.31 in),325 g (11.46 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm (~72.2% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,microSDXC (dedicated slot),,,Yes,,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,No,microUSB 2.0,V1,,,,,,,,White,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,Android 4.2 (Jelly Bean),Mediatek MT8382 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,4GB 1GB RAM,2 MP,Yes,,,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Non-removable Li-Ion 4100 mAh battery,,,,,,,,HSDPA 850 / 1900 / 2100,,Up to 500 h (2G) / Up to 140 h (3G)
alcatel,Pop 7,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2014, January. Released 2014, Q2",Discontinued,192 x 113 x 8.9 mm (7.56 x 4.45 x 0.35 in),285 g (10.05 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm (~63.6% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,microSDHC (dedicated slot),,,Yes,,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,No,microUSB 2.0,V1,,,,,,,,White,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,Android 4.2 (Jelly Bean),Mediatek MT8312 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,4GB 1GB RAM,2 MP,720p,About 160 EUR,,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Non-removable Li-Ion 3240 mAh battery,,,,,,,,HSDPA 850 / 1900 / 2100,,Up to 300 h (2G) / Up to 70 h (3G)
alcatel,One Touch Evo 8HD,No cellular connectivity,N/A,No,No,"2013, September. Released 2014, Q2",Discontinued,222 x 152.5 x 9 mm (8.74 x 6.00 x 0.35 in),415 g (14.64 oz),No,IPS LCD capacitive touchscreen,"8.0 inches, 198.2 cm (~58.5% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~160 ppi density)",,microSDXC (dedicated slot),,,Yes,,Yes,Wi-Fi 802.11 b/g/n,3.0,Yes,No,"microUSB 2.0, USB On-The-Go",V1,,,,,,,,"Black, Silver",,,Android 4.2 (Jelly Bean),Rockchip RK3066,Dual-core 1.6 GHz Cortex-A9,,4GB 1GB RAM,3.15 MP,Yes,,,,,,,,,,,,,,,,,,,,,2 MP,,,,,,,,,,,Non-removable Li-Ion 4160 mAh battery,,,,,,,,,Up to 3 h 30 min,Up to 200 h
alcatel,One Touch Evo 7,No cellular connectivity,N/A,No,No,"2013, January. Released 2013, January",Discontinued,191 x 127 x 11 mm (7.52 x 5.0 x 0.43 in),390 g (13.76 oz),Single SIM or Dual SIM (dual stand-by),TFT touchscreen,"7.0 inches, 137.9 cm (~56.8% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,microSDHC (dedicated slot),,,Yes,,No,Wi-Fi 802.11 b/g/n,"2.0, A2DP",Yes,No,microUSB 2.0,V1,,,,,,,,"Twilight Blue, Black, Vermillion",,,Android 4.0 (Ice Cream Sandwich),,1.0 GHz,,4GB 1GB RAM,VGA,Yes,About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-removable Li-Ion battery,,,,,No,,,,Up to 6 h,Up to 200 h
alcatel,One Touch Evo 7 HD,No cellular connectivity,N/A,No,No,"2013, January. Released 2013, January",Discontinued,197 x 120 x 10 mm (7.76 x 4.72 x 0.39 in),350 g (12.35 oz),Single SIM or Dual SIM (dual stand-by),IPS LCD capacitive touchscreen,"7.0 inches, 142.1 cm (~60.1% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",,microSDHC (dedicated slot),,,Yes,,No,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,No,microUSB 2.0,V1,,,,,,,,"Black, White",,,Android 4.1 (Jelly Bean),,Dual-core 1.6 GHz,,4GB 1GB RAM,3 MP,Yes,About 140 EUR,,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Non-removable Li-Ion battery,,,,,,,,,Up to 6 h,Up to 200 h
alcatel,One Touch Tab 8 HD,No cellular connectivity,N/A,No,No,"2013, January. Released 2013, June",Discontinued,202 x 154 x 9.5 mm (7.95 x 6.06 x 0.37 in),400 g (14.11 oz),,IPS LCD capacitive touchscreen,"8.0 inches, 198.2 cm (~63.7% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~160 ppi density)",,microSDHC (dedicated slot),,,Yes,,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP",Yes,No,microUSB 2.0,V1,,,,,,,,Black,,,Android 4.1 (Jelly Bean),,Dual-core 1.6 GHz,,8GB 1GB RAM,2 MP,Yes,About 140 EUR,,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Non-removable Li-Ion battery,,,,,,,,,Up to 4 h,Up to 125 h
alcatel,One Touch Tab 7,No cellular connectivity,N/A,No,No,"2013, January. Released 2013, May",Discontinued,192.8 x 121 x 9.5 mm (7.59 x 4.76 x 0.37 in),350 g (12.35 oz),No,TFT capacitive touchscreen,"7.0 inches, 137.9 cm (~59.1% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,microSDHC (dedicated slot),,,Yes,,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP",No,No,microUSB 2.0,V1,,,,,,,,Black,,,Android 4.1 (Jelly Bean),Rockchip RK2928,1.0 GHz Cortex-A9,,4GB 1GB RAM,VGA,Yes,About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-removable Li-ion 3240 mAh battery,,,,,No,,,,Up to 4 h,Up to 125 h
alcatel,One Touch Tab 7 HD,No cellular connectivity,N/A,No,No,"2013, January. Released 2013, May",Discontinued,191 x 125 x 9.1 mm (7.52 x 4.92 x 0.36 in),350 g (12.35 oz),No,IPS LCD capacitive touchscreen,"7.0 inches, 142.1 cm (~59.5% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",,microSDHC (dedicated slot),,,Yes,,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP",Yes,No,microUSB 2.0,V1,,,,,,,,Black,,,Android 4.1 (Jelly Bean),Rockchip 3066,Dual-core 1.6 GHz Cortex-A9,,8GB 1GB RAM,2 MP,Yes,About 110 EUR,,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Non-removable Li-Ion 3300 mAh battery,,,,,,,,,Up to 4 h,Up to 125 h
alcatel,3L (2020),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2020, January","Available. Released 2020, May",158.7 x 74.6 x 8.5 mm (6.25 x 2.94 x 0.33 in),165 g (5.82 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~81.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,microSDXC (uses shared SIM slot),,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Chameleon Blue, Dark Chrome, Agate Green",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 10,Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,64GB 4GB RAM,,1080p@30fps,������149.99 / �����99.99,"LED flash, HDR, panorama",,"1, 3, 5, 7, 8, 20, 28, 38, 40","Glass front, plastic back, plastic frame",,eMMC 5.1,,,HDR,1080p@30fps,,Charging 10W,"5029Y, 5029",,,,,,,"8 MP, f/2.0, (wide), 1/4"", 1.12��m",,,,"48 MP, f/1.8, (wide), 1/2.25"", 0.8��m, PDAF  5 MP, f/2.4, (ultrawide/depth sensor), 1/5.0"", 1.12��m  2 MP, f/2.4, (macro)",,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,
alcatel,1S (2020),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2020, January","Available. Released 2020, May",158.7 x 74.6 x 8.5 mm (6.25 x 2.94 x 0.33 in),165 g (5.82 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~81.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,microSDXC (uses shared SIM slot),,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Agate Green, Power Grey",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 10,Mediatek MT6762D Helio P22 (12 nm),Octa-core 1.8 GHz Cortex-A53,PowerVR GE8320,32GB 3GB RAM,,1080p@30fps,$���109.00 / ������94.60 / �����99.00,"LED flash, HDR, panorama",,"1, 3, 5, 7, 8, 20, 28, 38, 40","Glass front, plastic back, plastic frame",,eMMC 5.1,,,,1080p@30fps,,,"5028Y, 5028D",,,,,,,"5 MP, f/2.2, (wide), 1/5"", 1.12��m",,,,"13 MP, f/1.8, (wide), 1/3.1"", 1.12��m, AF  5 MP, f/2.2, (ultrawide/depth sensor), 1/5.0"", 1.12��m  2 MP, f/2.4, (macro)",,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,
alcatel,1V (2020),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2020, January","Available. Released 2020, May",158.7 x 74.8 x 8.9 mm (6.25 x 2.94 x 0.35 in),160 g (5.64 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~81.3% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,microSDXC (uses shared SIM slot),,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",,,,,,,,"Prime Black, Pine Green, Metallic Black, Agate Green",HSDPA 850 / 900 / 1900 / 2100 - 5007U,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 10,Mediatek MT6762D Helio P22 (12 nm),Octa-core 1.8 GHz Cortex-A53,PowerVR GE8320,32GB 2GB RAM,,1080p@30fps,$���119.90,"LED flash, HDR, panorama",,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - 5007U","Glass front, plastic back, plastic frame",,eMMC 5.1,"13 MP, f/1.8, (wide), 1/3.1"", 1.12��m, AF  5 MP, f/2.4, (depth)",,,1080p@30fps,,,"5007U, 5007G, 5007A",,,,,,,"5 MP, f/2.2, (wide), 1/5"", 1.12��m",,,,,,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,"2, 3, 4, 5, 7, 8, 13, 17, 28, 66 - 5007G, 5007A",,
alcatel,1B (2020),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2020, January","Available. Released 2020, May",146.1 x 71.6 x 9.9 mm (5.75 x 2.82 x 0.39 in),168 g (5.93 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm (~74.6% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,microSDHC (dedicated slot),,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Prime Black, Pine Green",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 10 (Go edition),Qualcomm QM215 (28 nm),Quad-core 1.3 GHz Cortex-A53,Adreno 308,16GB 2GB RAM,"13 MP, f/2.0, (wide), 1/4.0"", 1.12��m, AF",1080p@30fps,$���84.99 / ������77.83 / �����69.98,"LED flash, HDR",,"1, 3, 5, 7, 8, 20, 28","Glass front, plastic back, plastic frame",,,,,,1080p@30fps,,,"5002A, 5002D, 5002F, 5002I, 5002M, 5002X",,,,,,,"5 MP, f/2.2, (wide), 1/5"", 1.12��m",,,,,,,,,,,Li-Ion 3000 mAh battery,,,,,,,,,,
alcatel,3v (2019),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2019, Q2","Available. Released 2019, Q4",174.5 x 83.3 x 8.4 mm (6.87 x 3.28 x 0.33 in),197.9 g (6.98 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.7 inches, 115.8 cm (~79.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~240 ppi density)",,microSDXC (dedicated slot),,,"Yes, with stereo speakers",,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,Elegant Black,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Android 9.0 (Pie),Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,32GB 3GB RAM,,1080p@30fps,About 170 EUR,"LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 12, 13, 17, 20, 25, 26, 41, 66, 71","Glass front (DragonTrail Pro glass), plastic back, plastic frame",DragonTrail Pro,eMMC 5.1,"16 MP, PDAF  5 MP, f/2.4, (depth)",,,720p@30fps,,Fast charging  Pump Express+,5032W,,,,,,,8 MP,,,,,,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,
alcatel,3x (2019),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2019, September","Available. Released 2019, Q4",164.9 x 75.8 x 8.4 mm (6.49 x 2.98 x 0.33 in),178 g (6.28 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.52 inches, 102.6 cm (~82.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,microSDXC (dedicated slot),,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity",,,,,,,,"Jewelry Black, Jewelry Green, Jewelry Rose",HSDPA 850 / 900 / 1900 / 2100 - 5048Y,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Android 9.0 (Pie),Mediatek MT6763V Helio P23 (16 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),Mali-G71 MP2,"64GB 4GB RAM, 128GB 6GB RAM",,1080p@30fps,About 150 EUR,"Dual-LED dual-tone flash, HDR, panorama",,"1, 3, 5, 7, 8, 20, 28, 38, 40 - 5048Y","Glass front, plastic back, plastic frame",,eMMC 5.1,,,,1080p@30fps,Yes,Charging 10W,"5048Y, 5048A, 5048Y_EEA, 5048I",,,,,,,"8 MP, f/2.0, 25mm (wide), 1/4"", 1.12��m",,,,"16 MP, f/1.8, 27mm (wide), 1/2.8"", 1.12��m, PDAF  8 MP, f/2.2, 17mm (ultrawide), 1/4.0"", 1.12��m  5 MP, f/2.4, (depth)",,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28, 66 - 5048A",,
alcatel,1v (2019),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,"2019, September","Available. Released 2019, Q4",149.1 x 72.2 x 8.9 mm (5.87 x 2.84 x 0.35 in),153.2 g (5.40 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm (~72.5% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~195 ppi density)",,microSDXC,,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (under display, optical) - market dependant, accelerometer, proximity",,,,,,,,"Anthracite Black, Metallic Blue, Metallic Gold, Metallic Rose",HSDPA 800 / 850 / 900 / 1900 / 2100 - 5001D/5001U/5001T,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 9.0 Pie (Go edition),Unisoc SC9863A (28nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,"16GB 1GB RAM, 16GB 2GB RAM, 16GB 3GB RAM","5 MP, f/2.2, 28mm (wide), 1/5.0"", 1.12��m  or  8 MP, f/2.2, 28mm (wide), 1/4.0"", 1.12��m",1080p@30fps,About 80 EUR,"LED flash, HDR, panorama",,"1, 3, 7, 8, 20, 28 - 5001D",,,,,,LED flash,1080p@30fps,,,"5001D, 5001A, 5001U, 5001T, 5001J",,,,,,,"5 MP, f/2.2, 28mm (wide), 1/5"", 1.12��m",,,,,,,,,,,Removable Li-Ion 2460 mAh battery,,,,,,,,"1, 3, 5, 7, 8, 20, 28, 38, 40 - 5001T",,
